O₃ [µg/m³],NO₂ [µg/m³],SO₂ [µg/m³],PM2.5 [µg/m³],CPC [1/cm³],NOₓ [µg/m³ eq. NO₂]
13.8,33.4,3.1,39.6,12192.9,34.6
19.8,28.3,2.4,40.8,9489.7,29.3
17,27.8,2.2,40.4,10114.3,28.8
15.3,27.6,2.7,39,10119.6,28.2
13.6,27.1,2.7,38.8,10298.9,28.5
12.1,28.3,2.2,38.4,10203.5,29.7
9.3,32.8,2,38.2,11114.4,35.7
4.9,38,2,37.8,13963.9,54.8
9.9,33.5,2.6,38.5,16285.0,65
13.3,35.1,4.4,41.3,23224.7,86.3
21.1,31.4,3.7,42.6,21083.6,67.8
32.6,25,2.7,43.1,13675.4,44.6
41.5,24.1,2.2,40.1,11016.3,39.2
52.1,22.1,1.9,38.6,9992.6,32.7
60.5,24,1.8,37.7,12496.9,32.6
70.7,18.5,1.6,37.7,12677.8,23.2
75.7,15,1.2,38.6,14359.9,17
71.6,19.6,1.1,36.9,14501.8,21
44.6,27.9,1.1,39.9,16827.5,28.4
48.3,18.6,1,37.3,13733.5,19.1
48.7,19.4,1,36.3,13297.8,19.8
14,50.8,2.1,46.5,23201.4,54.1
21.4,38.2,1.2,41.1,20230.2,39.7
15.5,41.6,3.9,38.5,16646.0,46.1
17.8,35.7,3.2,36.1,12639.5,36.8
20.1,30.8,3,35.3,11845.9,31.7
24,23.9,2.9,34,11345.0,24.6
20.6,26.1,3.6,32.7,11307.3,27.5
23.8,23.8,3.1,31.7,10370.9,24.2
17.8,27.5,3.7,31.2,11864.0,28.9
14.2,31.5,2.5,30.5,12443.1,33.8
6.8,40.2,2.7,31.7,15320.3,53.6
15.2,33.2,2,32.2,16192.3,52
18.5,33.6,2.6,32.7,16819.5,65.8
26.1,32.1,2.8,33.7,15332.7,62.7
34.6,33.7,2.8,35.8,13645.0,55
45.7,28,2.7,32.5,12671.9,45.8
72.4,7.5,1.4,27.7,7322.0,9.5
73.5,6.2,1,28,5258.1,7.1
70.9,6.4,0.9,25.9,5164.1,7.1
68,7.5,0.8,27,5649.4,8.2
51.9,18.3,1,30.1,14295.0,19.9
36.6,20.6,1.1,40.7,11401.3,21.5
28.1,22.7,0.9,32,16453.1,23.5
33.5,19.4,0.6,19,5597.9,20.2
46.9,14.6,0.6,13.5,7824.9,15.2
59.2,9.9,0.5,8,6865.5,10.4
58.6,10.9,0.6,8.3,7852.5,11.3
53.1,10.7,0.5,11.4,5526.5,11
47.8,11.9,0.5,12.5,5830.2,12.4
44.6,12.3,0.5,14,5575.3,13
44.4,11.6,0.6,13.6,5606.7,12.1
43.3,12.6,0.6,15.7,5876.1,12.8
40.2,14,0.7,17.4,5972.5,14.6
35.1,17.6,0.7,17.1,8386.4,17.9
30.8,21.3,0.8,17.7,13833.9,22.7
28.1,22.7,0.8,19.6,14248.7,25.8
30.2,20.4,0.9,19.9,12681.5,25.9
37.2,18.4,0.8,18.5,10735.3,25.3
57.3,12.8,0.7,14.9,7364.6,17
68.6,9.7,0.6,12.8,6191.0,12.3
74.3,8.5,0.6,13.1,6612.6,10.7
81.3,6.6,0.5,10.3,6288.3,8.2
81.5,6.4,0.4,9,5927.9,7.6
76.5,8.1,0.4,10.5,6250.6,8.9
72.7,9.4,0.4,11,6246.5,9.9
71.2,9.7,0.5,10.9,5951.2,9.9
71,9.1,0.4,10.5,5952.2,9.2
67.8,11.3,0.4,10.4,5927.4,11.5
62.7,12.3,0.4,12.7,7126.5,12.3
61.2,12.5,0.5,12.7,6569.9,13
59.6,13.5,0.6,12.4,6479.2,14.1
57.5,11.9,0.6,11.9,7426.1,12.3
39.8,18.8,0.6,11.6,10245.2,20.3
32.9,21.6,0.7,12.6,10531.4,21.7
32,19.2,0.7,13.3,10891.3,19.9
31.4,16.3,0.5,13.5,8059.8,16.5
30.1,15.5,0.5,13.3,8302.7,16.4
27.8,16.2,0.6,15.1,7995.2,17.1
28.3,16.8,0.3,20.1,7152.6,17.2
29.6,16.6,0.4,20.4,6774.4,19.3
33.5,14,0.5,19.9,5595.6,18.8
35.5,15.3,0.6,20,6496.6,25.8
36.5,16,0.7,21.8,9676.2,28.1
46.1,14.1,0.7,19.2,9660.4,22.3
55.3,10.3,0.7,17.6,7649.3,14.5
57,11.7,0.8,17.7,9481.0,16.3
60.9,10.8,0.7,17.2,8012.8,13.7
59.9,11.6,0.6,17,7482.1,13.8
57.9,11,0.6,16.6,6442.9,12.1
53,13.6,0.6,18.7,7802.2,14
48.1,17.4,0.7,20.8,10724.3,18.1
27.8,32.7,1.2,25.9,16129.0,34.4
8.7,42.3,1.4,29,17557.8,49.6
11.2,34.2,1.2,26.8,12796.4,37.3
8.5,41.3,1,24.7,12015.6,44.4
10.1,40.6,0.9,22.2,10462.7,42.8
14.8,36.5,0.8,20.9,9412.1,38.1
13.5,33.8,1,22.3,9792.1,35.9
15.8,30.9,0.9,20.8,8987.0,32.2
19.3,29.6,0.9,17.9,8431.9,30.9
19.2,33.3,0.9,14.6,8974.7,34.4
7.9,40.9,1.2,16.3,14446.0,52.5
3.2,39.1,2,17.8,17286.1,85.9
6.5,40.7,2.8,20.1,21756.7,128.3
21.8,44.7,2.3,20.8,19635.9,99.7
52.6,15.8,1.4,16.5,9708.2,22.2
54.3,13.9,1.2,17.8,7615.1,19.5
56.3,13.6,1.1,19.9,8273.0,18.9
59,13.9,1.1,21.2,7699.7,18.6
64.2,13.8,1,21.9,6699.6,17.7
63.2,15.6,0.9,22.2,7207.9,19.2
59.3,19.4,0.9,22.7,7566.5,22.9
46.3,32.1,0.9,25.3,12134.0,35.2
33.5,45.2,1.1,25.4,21266.0,48.6
21.7,52,1.6,26.7,18096.7,54.5
14.7,54.1,1.6,28.5,16171.7,58.3
4,59.2,1.6,30.2,15838.0,70.7
10.9,51.8,1.2,30.7,12286.9,54.7
7.5,49.2,1.1,30.5,11835.2,52.1
4.9,45.5,1.2,30.9,11532.9,50
10.5,41,1.7,29.5,11287.5,42.7
12.6,36.3,1.5,27.2,10528.1,37.9
10.9,33.2,1.6,26.6,10358.0,35.2
12.9,32.2,1.9,26.1,10509.2,33.6
15.8,30.8,1.8,25.5,10020.3,32.6
10.8,36.4,1.7,25.4,11306.2,39.3
5.8,43.4,2.1,27.9,14599.7,65
11.9,37.6,2.5,30.2,15775.0,71.1
18.1,34.3,3.1,36.1,17366.0,72.3
29.8,28.2,2.2,38.4,31912.3,49.9
33.8,28.3,2.9,42.2,18039.4,49.9
44.6,24.5,2,40.8,10072.5,38.2
65.2,20.6,1.7,31.3,16940.7,27
78.8,17.8,1.2,22.8,6997.4,21.5
80.4,18.2,1.1,19.4,6573.8,21.3
76.7,22.2,1.1,20.1,6779.6,25.2
62,33.4,1.2,24.4,10213.6,35.1
31.6,54.6,1.3,31.9,12782.2,55.7
19.5,60.1,2.3,33.7,17093.4,63.2
5.8,67.2,2.8,40.3,17083.3,79.8
5.3,66.1,3,37.2,16853.6,74.9
16.8,49.9,3.5,34.9,13892.6,50.9
15.9,44.3,3.3,33.9,12518.3,45.6
15.8,42.1,3.7,33.3,12271.5,43.1
15,36.4,2.2,32.5,10806.5,37.1
18.4,33.7,3.2,30.8,10824.7,34.4
18.5,31.9,2.6,31.1,9966.5,32.8
18.9,30.2,1.4,29.9,8734.7,31
11,37.7,2.9,29.9,12239.2,39.9
4,46,3.8,29.9,15550.4,56
4.6,46.9,2.5,31,14600.6,62.8
5.4,47.4,3.6,32,19505.1,90.6
8.4,46,3.6,35.6,18276.3,93.8
10.5,44.8,3.3,40,19683.8,96.1
-,-,-,44.8,20187.9,-
-,-,-,45.4,17624.1,-
15.2,47.3,4.4,43.5,15773.8,88.8
15.1,48.4,4.2,43.7,17003.4,86.9
14.3,53.4,4.5,41.8,16754.2,85.1
6.9,62.6,5.9,43.7,18227.8,109
3.5,67.4,5.9,44.4,19077.1,122.7
1.9,63.3,4.5,46.2,17925.0,116.1
1.9,61.3,4.2,45.5,17904.2,118.8
2.3,59.8,8.2,47.4,20640.3,135.9
2,56.9,5.4,42.3,17371.1,106.5
2.1,54.5,4.6,42.9,17136.3,99.9
2,51.8,5.8,41.4,16404.0,77.8
1.8,50.4,4.8,41.9,13984.4,72
1.7,46.6,3.7,39.8,13351.6,66.1
1.6,45.7,5,37.5,13225.7,62.8
1.6,44.5,5.9,38.1,13342.7,63.6
1.5,44.9,6.8,39.3,14416.1,73.5
1.6,43.4,5.4,36.1,13830.7,64
1.3,42.7,4.3,34.6,15194.2,74
2.1,42.3,3.8,34.5,16973.4,92.2
3.9,45.4,4.3,36,20805.5,137.7
7.5,51.8,5.7,39.5,21885.1,163.9
20.3,50.5,4,35.7,16310.7,108
49.5,31,2.3,25.6,9164.7,44.3
70.2,14.4,1.8,19.9,6175.9,18.1
76.3,11,1.2,16.6,6771.4,12.6
82,9.4,1.1,16.1,5391.2,10.4
82,9.1,1,16.1,4969.5,9.6
79.4,8.6,1,16.8,4770.6,8.8
68.5,10.3,1,19.3,5439.0,10.6
57.8,11.4,0.7,20.1,6311.0,11.7
51.6,15,0.7,21.2,8632.6,15.3
38.8,23.4,0.8,23,12251.6,24.2
33.6,19.5,0.7,25.3,11518.4,20.2
41.8,12.2,0.6,22.7,7670.1,12.7
42.5,12.4,0.6,25.1,7227.4,12.9
39.2,11.1,0.5,23.4,6413.0,11.4
43.5,8.4,0.5,21.9,4864.0,8.8
48.9,6.8,0.5,25.1,4572.4,7
50.2,7.5,0.5,25.8,4021.9,7.7
38.9,12.4,0.5,26.1,5140.9,12.6
36.6,12.8,0.5,27.4,6005.0,13.5
37.3,16,0.5,23.5,8712.0,16.8
29.5,20.5,0.5,18,6346.0,21.8
22.2,22.2,0.5,18,8294.2,24.8
26.9,22.4,0.4,16.1,8884.4,25.3
35.2,22.2,0.6,16.6,15970.4,25.3
40.9,18.3,0.4,15.8,6355.1,20.7
43,17.2,0.4,16.5,6164.9,19.7
38.6,18.7,0.5,17.7,5767.9,22.1
33.9,21,0.5,18.2,6976.3,24.5
35.4,20.2,0.4,16.1,5555.1,22.6
36.4,23.6,0.4,14.8,7401.0,25.1
31.2,26,0.4,15,6673.9,26.5
34,24.7,0.4,13.4,8103.1,25.6
30.9,28.4,0.4,15.2,10781.8,29.7
31.8,26,0.4,15.2,14779.5,26.3
27.4,24.5,0.4,16.1,11761.5,25.1
25.4,23.5,0.5,15.8,12117.0,23.9
28.4,21.6,0.5,15.8,13221.9,22.3
51.2,12.2,0.4,10.1,3053.4,12.4
56.1,8.8,0.3,8.7,2754.2,8.7
56.2,7.8,0.4,9.7,3025.6,8.3
51.8,9,0.4,10.6,3184.7,9.7
47.7,11.1,0.4,11.5,3197.0,11.6
50,10.3,0.3,12.2,2798.6,10.9
44.7,12.1,0.4,12.8,4601.4,12.6
21.3,24.9,0.5,13.3,18478.2,28.4
30.6,17.5,0.6,13.2,17042.4,24.4
51.9,9.9,0.6,13,6432.6,14.6
56.5,7.6,0.6,12.6,4573.2,10.1
57.5,7.8,0.6,12.9,5497.4,10.9
51,12.2,0.7,16.5,8907.4,19.2
54.8,11.4,0.7,20.4,9347.5,17.5
56.7,11.7,0.7,18.1,7920.8,16.2
62,10,0.6,15.8,6017.9,11.9
64.4,10.1,0.6,15.3,6258.3,11.5
62.6,10.3,0.5,15.7,6222.1,11.2
54.4,13.1,0.4,17.1,8739.6,13.1
44,19.8,0.6,23.7,14319.9,20.1
32.5,29.3,0.8,26,16825.1,29.9
30.8,27.7,0.7,22.8,12914.4,27
26.2,28.3,0.9,23.7,13165.6,28.9
37.7,19.4,1.6,20.7,9946.3,20.2
43.3,17.3,1.4,17.4,9164.9,18
44.8,17.3,0.8,14.3,8368.2,17.6
39.6,19.4,1.3,15.8,9349.5,20.4
30.7,21.8,1.1,18.1,10715.9,22.1
32.7,18.3,1.9,19.2,8811.1,18.6
25.5,23.4,2,18.5,9198.7,24.3
31.9,20.7,1.8,17.9,8894.7,21.8
39.2,18,1.1,15.5,6559.5,19.3
38.2,17.4,1.1,16.7,6756.3,20.2
34.8,18.9,1.1,18.7,6993.1,22.2
32.5,20.9,1.6,20.4,8223.9,25.7
32,20,1.5,22.4,8735.7,27.1
37.1,16.4,1.3,23.6,8002.9,24.7
45.4,14.7,1.8,24,8154.1,20.7
53,13.8,1.7,25.5,7441.8,18.6
54,14.7,1.5,26.3,7885.8,17.2
58.8,12,1.1,26.6,5284.9,13.2
62.6,9.8,0.9,25,4309.4,10.1
61,13.5,0.9,22.9,7907.2,13.8
42.7,26.7,1.4,25,17937.9,27.4
36.8,25.7,1.3,30.6,12997.8,26.3
42.9,21.5,1.1,30.1,9952.4,22
40.9,19.9,1,29.1,8504.9,20.4
35.9,23.8,1,29.8,9890.5,24.2
40.7,22.1,0.9,29.1,9295.1,22.8
37.5,23.7,1,30.6,9233.3,24.2
36.4,22.9,1.1,30.1,8656.8,23.2
33.1,26.2,1.2,31.3,9510.8,27.1
33.9,23.5,1.4,30.3,9147.2,24.1
33.2,23.8,1.2,28.4,8154.0,24.1
27.7,28.8,1.3,28.1,9440.5,29.7
29.7,26.8,1.1,28.3,8827.5,29.7
30.9,26.1,1.2,30.6,11298.5,34.4
32.8,24.8,1.7,32.7,11873.4,37.4
36.4,23.3,1.5,34.6,10019.4,36.4
41,23,1.7,35.9,11797.8,34.9
47.1,21.4,1.5,33.9,8885.8,31.5
51.8,24.6,1.5,31.2,8546.9,34.9
62.2,21.1,1.2,28.8,7103.0,27.1
70.1,18.5,1,25.9,5718.0,21.8
69.3,20.2,0.9,25,6215.3,23
65.5,22,0.8,23.8,5799.0,23.4
58.5,26.9,0.7,24.3,8406.1,27.6
52,30.3,0.7,22.6,14960.4,31.9
53.3,25,0.9,20.7,10878.1,25.3
47.8,23.7,1.1,20.9,12699.7,24.3
43.2,23.2,1,20.6,10750.3,24
38.9,21.8,0.9,21,9573.2,22.6
37.4,20.1,0.7,21.2,7504.1,20.7
36.5,16,0.5,20.3,6559.0,16.6
31.4,18.5,0.5,20.5,6759.3,19.1
34.5,16.4,0.5,19.8,6388.0,17.1
32.9,17.6,0.6,20.5,6965.1,18.3
27,20.5,0.6,21.4,7430.6,20.8
27.2,21.5,0.6,21.4,7084.7,22.1
16.6,32.1,1,22.9,11288.4,41.7
16.7,34.9,1.2,24.7,13134.2,57.3
22.1,36.5,1.6,27.3,12581.0,67
34.6,30.5,1.7,29.2,11002.4,47.2
42.7,27,1.4,31.6,11562.9,40
55.1,20.8,1.1,29.5,7499.6,28.3
62.1,18.8,0.9,28.7,6547.9,23.5
71.9,16.5,0.9,29,5271.0,20.1
74.6,17.8,0.9,27.8,6385.4,20.7
77.4,17.9,0.9,26.6,5611.8,19.9
73.3,21.6,0.8,26.3,5914.0,22.8
57.6,30.7,0.9,28.9,6968.5,31.4
59.1,29.3,0.9,30.9,7302.1,29.7
38.3,39.6,1.3,34.9,12593.9,40.4
22.2,44.9,1.6,39.6,15989.5,46.5
29.4,34.1,1.3,39.2,12227.4,34.7
35.9,21.6,0.9,36.3,9245.7,22.2
38.1,18.9,0.8,34.2,7333.5,19.4
39.6,15.5,0.7,32.8,6019.0,15.8
37.8,15.9,0.6,31.4,5883.8,16.5
28.5,20.3,0.7,30.3,6612.5,20.8
25,22,0.7,29.2,6907.9,22.8
32.5,18.5,0.6,27,6046.6,18.9
18.1,30.8,0.8,28.6,8820.3,33.1
9.1,46.5,1.7,30,13369.6,66.1
9,56.2,3.2,34.8,20975.9,127.3
16.9,51.4,2.8,38.2,19378.5,112.5
41.2,31,2,36,10113.8,52.9
64.1,13.8,1.2,27.8,4621.7,17.3
75.4,10.2,0.9,22.2,3211.1,11.5
76.9,11.1,0.8,18.9,3841.1,12.9
80.6,10.7,0.7,15.8,3491.1,12.2
78,15.8,0.7,16.4,4903.5,18
74.9,20,0.7,17.1,5878.6,21.7
69.3,25.1,0.7,17.5,6293.9,26.4
60.5,31,0.8,19.2,8020.6,31.4
62,27.6,1.1,22.6,8706.5,27.8
32.5,43,1.3,27,15073.5,43.9
47,20.4,0.8,23.6,8401.7,21
42.8,26.4,1.1,21.5,9343.5,27.1
28.2,35.3,1.3,24.1,10333.3,36.4
16.3,49.1,2,27.6,11859.6,50.3
20.8,43.4,5.8,28.8,12551.4,44.4
27.6,37.8,4.8,26.2,9531.8,38.5
27,32.1,2.1,24.8,8656.2,32.7
34.6,25.8,2.4,22.6,7303.6,26.4
27.5,35.8,2.6,17.3,9678.7,37.7
22.4,43.5,3.8,20.5,11233.0,45.5
29.5,38.9,1.8,14.1,10287.7,48.4
61,14.9,1.3,5.2,4845.7,16.5
65,7.9,1.1,2.7,2719.0,9.1
62.1,6.6,0.9,2,2535.2,7.4
60.1,6.1,0.9,1.6,2064.4,7
57.9,5.6,0.8,1.9,2126.8,6
53.9,5.1,0.7,2.1,1861.5,5.7
51.7,5.3,0.7,1.7,1755.7,5.8
51.2,6.4,0.7,1.8,2841.7,6.8
53.6,8.6,0.6,2.3,4308.9,9.3
57.9,7.4,0.5,1.6,3289.9,7.9
57.8,6.8,0.5,1.3,2888.9,7.1
77.8,4.8,0.6,1,2468.2,5.2
79.3,4.5,0.5,1.5,2521.6,5
76.9,4.1,0.4,1.6,2532.0,4.4
77.1,3.6,0.4,1.7,2829.8,4
76.3,3.3,0.3,2.5,2670.7,3.2
75.1,2.7,0.3,2.3,1850.7,2.9
74.8,2.5,0.3,2.6,1701.4,2.8
73.6,2.5,0.2,2.6,1578.1,2.9
75,2.4,0.3,2.9,1332.0,2.5
76.3,2,0.3,2.7,1448.5,2.2
70.7,3.4,0.3,2.7,2544.1,3.5
71,4.9,0.3,2.8,2355.7,5.1
61.2,11.6,0.6,3,5872.8,12.5
75.8,3.3,0.4,3.4,1587.8,3.7
78.6,2.8,0.4,3.4,1791.0,3.8
80.3,2.2,0.3,3.6,1438.3,2.9
80.7,2,0.3,3.5,1529.1,2.6
78.2,3.5,0.3,3.7,2120.9,4.2
81.1,2.2,0.3,3.3,1885.2,2.7
82.1,2,0.3,3.3,2282.1,2.4
81.6,2.2,0.3,2.5,3818.0,2.9
80.5,2.2,0.3,2.6,4003.0,3
80.5,2.9,0.3,2.6,6769.6,2.8
77.6,4.1,0.3,3.7,6094.1,4.4
78.3,3.8,0.5,4,7970.9,3.9
79.5,3,0.5,3.6,7789.8,3.3
81.7,2.5,0.4,2.4,6976.1,2.8
80.4,2.5,0.5,2.5,6651.0,2.6
80,2.1,0.4,2.3,4367.8,2.2
78.3,2.4,0.3,2.1,3673.5,2.4
77.3,2.1,0.3,1.8,2823.6,2.4
78.3,1.8,0.3,1.8,2295.7,1.8
79.4,1.5,0.3,1.5,1881.9,1.7
81,1.3,0.3,1.6,1416.8,1.2
82.5,1.4,0.4,2,1626.5,1.4
83.2,1.4,0.3,1.8,1309.5,1.6
81.7,1.6,0.3,1.5,1147.6,1.6
80.9,1.6,0.3,1.2,1371.0,1.7
81.2,1.9,0.3,1.2,1162.9,1.8
81.8,1.5,0.3,1.3,1828.9,2.3
81.4,1.8,0.3,1.3,2281.9,1.9
82,1.9,0.3,1.3,2634.8,2.3
81.1,1.8,0.3,1.4,6556.9,2.7
82.5,2.5,0.3,1.4,5847.4,2.9
83.6,3.4,0.3,1,3041.6,3.4
82.8,3,0.2,0.7,2361.6,3.5
79.9,3.2,0.3,0.9,2322.6,3.5
85.2,2.6,0.3,1.1,2191.5,2.8
86.9,2.1,0.3,1.7,2233.6,2.5
87,1.8,0.3,2.5,1955.7,2.2
84.3,1.6,0.4,2.8,2155.4,1.7
84.2,1.6,0.3,2.4,1559.1,1.8
83.3,1.6,0.3,1.2,1144.6,1.8
86.4,1.2,0.2,0.7,810.0,1.3
85,1.1,0.3,0.5,1005.5,1.3
82.4,1,0.2,1.2,1000.5,1.2
80.9,1.7,0.3,0.9,1302.4,1.7
79.6,1,0.2,1.2,1038.5,1.1
75.6,1.3,0.3,1.9,1478.0,1.4
74.5,1.9,0.3,2.1,1880.5,2.1
73.9,1.4,0.3,2,1675.9,1.5
72.4,1.5,0.3,2.3,1716.8,1.9
72,1.6,0.4,2.2,1768.1,1.9
72.3,1.4,0.3,2.2,1296.6,1.8
70.8,1.8,0.4,2.4,1963.4,2.3
71.4,2.1,0.4,2.6,2072.9,2.6
68.2,1.6,0.3,1.8,1825.3,2.3
65.3,2.2,0.4,2.3,2037.8,2.8
65.8,1.8,0.3,2,1363.4,2.3
63.4,2.8,0.4,2.4,2205.8,3.3
65.7,3.2,0.3,2.4,2795.6,3.6
61,5.4,0.4,2.6,5050.4,5.6
69.5,3.9,0.4,3.2,3895.0,4
69.3,3.6,0.4,4.1,3788.4,3.8
73.3,2.8,0.3,2.3,3160.9,2.9
71.6,3.5,0.3,2.5,4184.3,3.7
70.5,2.6,0.3,2,2726.3,2.8
65.3,2.9,0.3,3,2994.8,2.9
66.4,3,0.3,5.1,3521.2,3.2
66.6,2.3,0.4,5.8,3649.3,2.3
67.1,2.4,0.4,6.5,3248.5,2.5
69.7,2.2,0.4,4.9,3027.0,2.3
69.4,2.9,0.4,3.1,3065.5,3.1
70.5,2.7,0.4,1.3,2778.0,3.2
70.1,4.5,0.4,0.7,3265.7,4.6
74.7,4,0.4,1.8,2117.3,4.5
71.5,3.3,0.3,1,2321.3,3.7
70,2.5,0.4,0.5,1646.9,2.6
67.9,3.3,0.4,0.7,1787.1,3.9
69.8,3.2,0.3,1.8,1594.5,3.7
72.2,3.3,0.3,3.2,1577.2,4.2
70.9,3.8,0.4,2.4,2043.2,4.2
73.2,3.2,0.4,1.5,2498.4,3.8
79.7,3.1,0.3,1.7,2638.5,3.9
75.4,5.8,0.3,2.8,3639.2,6.1
75.2,5.2,0.4,2.4,4159.9,5.4
70.1,5.8,0.5,3,5309.7,6.3
70.1,5.9,0.5,4.3,6208.7,6
64.6,7.2,0.4,5.5,7013.8,7.3
64.3,5.8,0.4,5.6,5356.1,6.2
68.2,3.9,0.3,5.2,3923.6,4.1
62.1,4.6,0.4,5.7,4842.5,4.7
56.1,4.1,0.3,6.2,4238.8,4.5
55,4.9,0.4,6.7,4578.4,5.3
57.4,4.6,0.5,6.6,4593.5,4.7
59.8,4.4,0.5,6.8,4582.3,4.9
61.5,4.3,0.4,6.7,3522.2,4.6
58.4,6,0.4,7,4630.5,6.3
52.3,9.8,0.6,6.7,6646.5,10.3
56.9,7.2,0.5,6.5,4942.3,8.2
60.5,5.1,0.4,6.5,3980.2,6.2
63.8,4.7,0.4,5.8,3938.4,5.9
69.5,3.9,0.4,4.5,3427.2,4.9
73.2,2.9,0.4,4.7,3012.5,3.7
76.9,2.6,0.3,4.1,2584.5,3.4
75.8,2.9,0.3,4.3,3084.8,3.6
76.8,2.7,0.3,3.7,2410.3,3.5
74.6,3.4,0.3,4.2,2489.1,3.9
75.3,3.7,0.3,4,2669.7,3.9
73.6,4.2,0.3,3.7,2830.7,4.5
70.8,4.6,0.3,3.5,3459.9,4.8
66.2,4.6,0.3,3.4,3822.4,4.7
69.4,4.4,0.3,3.2,3736.0,4.7
64.5,6.6,0.3,4,4252.1,6.9
59.3,8,0.4,4.8,4356.6,8.1
50.8,16.8,0.4,6.5,5029.6,17.1
50,15.7,0.5,8.5,4269.3,16.1
49.7,16.4,0.5,9.2,4138.5,16.8
47,17.8,0.6,8.9,3985.4,18.1
46.9,13.6,0.5,8.8,3294.8,13.6
45,11.4,0.5,8.5,3047.3,11.6
46.8,11.7,0.5,8,3912.6,12.1
47.4,11.7,0.5,5.9,4504.5,12.2
43.8,15.1,0.5,7.1,5901.8,16.9
45.1,15.3,0.4,7.7,7030.4,18.1
42,17.2,0.4,7.2,4673.8,20.4
44.9,17,0.4,7.1,5408.2,20.5
55.9,10.8,0.4,5.6,4470.4,13.3
63.3,7.9,0.4,7.9,4982.5,10.4
62.7,9.9,0.4,6.7,5726.5,11.9
64,6.3,0.5,4.1,3318.4,8.9
63.9,6.4,0.4,2.8,3115.7,7.6
68.5,11.8,0.3,3,4148.6,12.2
58.9,15.1,0.4,4.5,7114.2,15.6
53.4,11.5,0.3,5.1,5930.0,11.6
48.9,17.8,0.5,7.6,9496.8,18.3
57,13.1,0.4,7.7,6340.6,13.5
61,10.6,0.3,7.9,6922.8,10.6
56.4,11.5,0.4,11.5,8604.2,12
51,13.3,0.3,14.1,6708.7,13.7
47.5,15.3,0.4,15.6,6325.5,15.4
73.5,6.8,0.3,6.5,2092.7,6.9
74.6,6.5,0.3,4.6,2287.0,6.7
67.5,6.7,0.5,5,3882.9,6.8
56.3,8.9,0.5,7.2,4594.5,9.3
42.6,14,0.5,12.7,6429.7,14.7
32.2,20.7,0.5,15.8,8450.2,23.9
34.8,23.9,0.6,17.6,7806.3,30.2
44.7,20.2,0.7,16.1,6656.7,27.7
51.3,21,0.6,14.4,5796.6,28.9
60.7,17.2,0.5,9.9,6459.8,22.5
66.8,11.2,0.5,8,4702.6,13.2
73.7,8.2,0.4,6.6,3837.2,10.1
71,11.3,0.5,5.9,5480.9,14.2
72.9,11.9,0.4,5.8,7842.8,14.9
74.5,10.1,0.4,6.3,5334.4,12
71.9,11.1,0.4,6,5046.2,12.1
62,19.8,0.5,6.6,8707.6,20.3
43.8,30,0.8,8.2,14170.8,30.6
50.9,17.1,0.6,10.7,10889.5,17.5
49.7,12.2,0.5,11.7,7901.1,12.8
46.4,12.9,0.5,11.8,7784.2,13.3
47.1,9.5,0.4,10.4,6317.4,9.6
44.2,11.2,0.5,9.8,7575.8,11.6
26.2,28,1,11.4,9496.8,28.6
15.6,36.8,1.9,14.1,11126.4,37.8
25.9,26.5,1.4,13.5,9328.8,27.4
11.7,35.8,2.1,15.1,11233.6,37.5
4,40.9,1.6,15,12141.0,47
7.5,38.5,1.4,14.5,11056.6,43.9
9.8,40.5,3,14.6,15637.5,74
21,34.6,2.6,15,15090.8,67.3
32.5,30.5,2.1,15.9,12283.5,56.7
56.3,15.6,1.1,13.6,6996.8,23.7
58.5,16.3,0.8,12.6,6369.5,21.6
57.9,15.5,0.8,13.6,6774.5,20.4
61.5,16,0.7,14,5836.6,18.5
51.6,16.1,0.7,12.8,5156.0,21.6
64.7,15.6,0.6,6.6,4189.5,17.8
61.7,16.5,0.6,4.9,4280.4,18.6
64.7,17,0.5,5.9,4894.1,17.9
58.2,24.3,0.6,7.9,8259.8,24.8
50,24,0.5,10.6,10204.5,24.4
56.6,15.9,0.5,11.6,8126.5,16.4
54.3,16.3,0.5,12.3,8033.4,16.5
51.9,16.3,0.5,12.4,7283.3,16.6
52.2,14.4,0.5,12.1,6111.8,14.8
44.7,17.5,0.5,13.8,7817.1,18
40.2,18.4,0.6,14.6,8448.1,18.9
39,17.2,0.6,15.1,7962.6,17.6
37,17.9,0.6,16,7974.8,18.3
35.6,19.3,0.7,18.2,8242.7,19.9
33.8,19.5,0.5,23,6771.5,19.9
32.6,21,0.5,24.2,6875.0,21.6
38.9,16.3,0.6,22.8,5149.5,18.2
43.7,14.7,0.7,22.3,5134.5,18.9
45.2,16.2,0.8,21.1,6190.0,22.7
47.6,18.2,0.7,19.7,7262.7,24.8
57,15.7,0.6,13.6,5314.3,18.4
58.8,14.2,0.5,12.2,4338.8,15.9
65.3,10.9,0.5,10.8,3977.0,12.8
69.7,9.1,0.5,9.7,3933.1,10.9
75.1,7.3,0.5,8.4,3848.2,9.4
78.1,7.1,0.4,7.5,3772.9,7.8
76.5,8.2,0.5,8.2,5100.0,8.9
73,10.6,0.5,8.6,6299.8,10.9
67.8,13.3,0.5,8.6,7600.2,13.8
62,15.8,0.6,9.7,9279.8,16.5
57,18.6,0.8,11.8,11459.4,19.1
43,28.4,1.3,16.8,15115.5,29
41.1,23.3,2.1,18.7,13628.5,23.9
32.8,31.9,1.7,19,12748.3,32.7
25.7,30.9,1.6,20.6,12851.8,31.6
